26,17,9,1920134400
17,27,3,1930569600
27,15,1,1940569600
15,28,6,1950892800
28,12,4,1960588800
12,29,5,1970448000
29,6,8,1980124800
1,27,4,1419244800
3,24,8,1335312000
5,22,3,1356979200
7,19,1,1372224000
9,16,6,1380096000
11,13,7,1395401600
13,10,5,1406300800
15,7,2,1417929600
17,4,9,1425964800
19,1,4,1435040000
21,28,6,1444675200
23,25,3,1451417600
25,20,8,1460764800
27,17,1,1477152000
29,14,5,1485388800
0,28,3,1496896000
2,25,7,1505472000
4,22,4,1514678400
6,19,6,1522540800
8,16,2,1531689600
10,13,8,1540576000
12,10,9,1550553600
14,7,1,1560230400
16,4,5,1571251200
18,1,7,1581196800
20,27,2,1590345600
22,24,6,1600550400
24,21,3,1610371200
26,18,9,1620134400
28,15,4,1630569600
1,26,6,1640892800
3,23,8,1650588800
5,20,1,1660448000
7,17,5,1670124800
9,14,7,1680124800
11,11,4,1690448000
13,8,9,1700124800
15,5,2,1710124800
17,2,5,1720124800
19,29,7,1730124800
21,26,3,1740124800
23,23,6,1750124800
25,20,1,1760124800
27,17,8,1770124800
29,14,4,1780124800
0,11,9,1790124800
2,8,5,1800124800
4,5,3,1810124800
6,2,6,1820124800
8,29,2,1830124800
10,26,8,1840124800
12,23,1,1850124800
14,20,7,1860124800
16,17,4,1870124800
18,14,6,1880124800
20,11,3,1890124800
22,8,5,1900124800
24,5,9,1910124800
26,2,2,1920124800
28,29,7,1930124800
30,44,4,1419244800
32,41,8,1335312000
34,38,3,1356979200
36,35,1,1372224000
38,32,6,1380096000
40,29,7,1395401600
42,26,5,1406300800
44,23,2,1417929600
46,20,9,1425964800
48,17,4,1435040000
5,48,6,1444675200
7,45,3,1451417600
9,42,8,1460764800
11,39,1,1477152000
13,36,5,1485388800
15,33,3,1496896000
17,30,7,1505472000
19,27,4,1514678400
21,24,6,1522540800
23,21,2,1531689600
25,18,8,1540576000
27,15,9,1550553600
29,12,5,1560230400
31,9,1,1571251200
33,6,7,1581196800
35,3,4,1590345600
37,0,6,1600550400
39,47,3,1610371200
41,44,8,1620134400
43,41,9,1630569600
45,38,2,1640892800
47,35,5,1650588800
49,32,7,1660448000
0,50,3,1670124800
2,50,6,1680124800
4,50,9,1690448000
6,50,1,1700124800
8,50,4,1710124800
10,50,8,1720124800
12,50,2,1730124800
14,50,5,1740124800
16,50,7,1750124800
18,50,3,1760124800
20,50,8,1770124800
22,50,4,1780124800
24,50,6,1790124800
26,50,9,1800124800
28,50,1,1810124800
30,50,4,1820124800
32,50,8,1830124800
34,50,3,1840124800
36,50,7,1850124800
38,50,9,1860124800
40,50,2,1870124800
42,50,5,1880124800
44,50,1,1890124800
46,50,6,1900124800
48,50,4,1910124800
1,49,8,1920124800
3,49,9,1930124800
5,49,5,1940124800
7,49,3,1950124800
9,49,7,1960124800
11,49,2,1970124800
13,49,6,1980124800
15,49,1,1990124800
17,49,4,2000124800
19,49,8,2010124800
30,44,14,1419244800
32,41,18,1335312000
34,38,13,1356979200
36,35,11,1372224000
38,32,16,1380096000
40,29,17,1395401600
42,26,15,1406300800
44,23,12,1417929600
46,20,19,1425964800
48,17,14,1435040000
5,48,16,1444675200
7,45,13,1451417600
9,42,18,1460764800
11,39,11,1477152000
13,36,15,1485388800
15,33,13,1496896000
17,30,17,1505472000
19,27,14,1514678400
21,24,16,1522540800
23,21,12,1531689600
25,18,18,1540576000
27,15,19,1550553600
29,12,15,1560230400
31,9,11,1571251200
33,6,17,1581196800
35,3,14,1590345600
37,0,16,1600550400
39,47,13,1610371200
41,44,18,1620134400
43,41,19,1630569600
45,38,12,1640892800
47,35,15,1650588800
49,32,17,1660448000
0,50,13,1670124800
2,50,16,1680124800
4,50,19,1690448000
6,50,11,1700124800
8,50,14,1710124800
10,50,18,1720124800
12,50,12,1730124800
14,50,15,1740124800
16,50,17,1750124800
18,50,13,1760124800
20,50,18,1770124800
22,50,14,1780124800
24,50,16,1790124800
26,50,19,1800124800
28,50,11,1810124800
30,50,14,1820124800
32,50,18,1830124800
34,50,13,1840124800
36,50,17,1850124800
38,50,19,1860124800
40,50,12,1870124800
42,50,15,1880124800
44,50,11,1890124800
46,50,16,1900124800
48,50,14,1910124800
1,49,18,1920124800
3,49,19,1930124800
5,49,15,1940124800
7,49,13,1950124800
9,49,17,1960124800
11,49,12,1970124800
13,49,16,1980124800
15,49,11,1990124800
17,49,14,2000124800
19,49,18,2010124800
33,48,10,1419244800
37,45,14,1335312000
39,42,9,1356979200
41,39,7,1372224000
43,36,12,1380096000
45,33,13,1395401600
47,30,11,1406300800
49,27,8,1417929600
2,49,10,1425964800
4,46,14,1435040000
6,43,9,1444675200
8,40,7,1451417600
10,37,12,1460764800
12,34,13,1477152000
14,31,11,1485388800
16,28,8,1496896000
18,25,10,1505472000
20,22,14,1514678400
22,19,9,1522540800
24,16,7,1531689600
26,13,12,1540576000
28,10,13,1550553600
30,7,11,1560230400
32,4,10,1571251200
34,1,14,1581196800
36,48,9,1590345600
38,45,7,1600550400
40,42,12,1610371200
42,39,13,1620134400
44,36,11,1630569600
46,33,10,1640892800
48,30,14,1650588800
0,50,9,1660448000
2,50,7,1670124800
4,50,12,1680124800
6,50,13,1690448000
8,50,11,1700124800
10,50,10,1710124800
12,50,14,1720124800
14,50,13,1730124800
16,50,11,1740124800
18,50,10,1750124800
20,50,14,1760124800
22,50,13,1770124800
24,50,11,1780124800
26,50,10,1790124800
28,50,14,1800124800
30,50,13,1810124800
32,50,11,1820124800
34,50,10,1830124800
36,50,14,1840124800
38,50,13,1850124800
40,50,11,1860124800
42,50,10,1870124800
44,50,14,1880124800
46,50,13,1890124800
48,50,11,1900124800
1,49,9,1910124800
3,49,7,1920124800
5,49,12,1930124800
7,49,13,1940124800
9,49,11,1950124800
11,49,10,1960124800
13,49,14,1970124800
15,49,13,1980124800
17,49,11,1990124800
19,49,10,2000124800
35,49,10,1419244800
38,48,14,1335312000
41,47,9,1356979200
44,46,7,1372224000
47,45,12,1380096000
30,44,13,1395401600
27,41,11,1406300800
24,38,8,1417929600
21,35,10,1425964800
18,32,14,1435040000
15,29,9,1444675200
12,26,7,1451417600
9,23,12,1460764800
6,20,13,1477152000
3,17,11,1485388800
0,14,8,1496896000
49,35,10,1505472000
48,38,14,1514678400
47,41,9,1522540800
46,44,7,1531689600
45,30,12,1540576000
44,27,13,1550553600
43,24,11,1560230400
42,21,10,1571251200
41,18,14,1581196800
40,15,13,1590345600
39,12,11,1600550400
38,9,10,1610371200
37,6,14,1620134400
36,3,13,1630569600
35,0,11,1640892800
20,49,9,1650588800
17,48,7,1660448000
14,47,12,1670124800
11,46,13,1680124800
8,45,11,1690448000
5,44,10,1700124800
2,43,14,1710124800
49,42,13,1720124800
48,41,11,1730124800
47,40,10,1740124800
46,39,14,1750124800
45,38,13,1760124800
44,37,11,1770124800
43,36,10,1780124800
42,35,14,1790124800
41,34,13,1800124800
40,33,11,1810124800
39,32,10,1820124800
38,31,14,1830124800
37,30,13,1840124800
36,29,11,1850124800
35,28,10,1860124800
30,27,14,1870124800
27,26,13,1880124800
24,25,11,1890124800
21,24,10,1900124800
18,23,14,1910124800
15,22,13,1920124800
12,21,11,1930124800
9,20,10,1940124800
6,19,14,1950124800
3,18,13,1960124800
0,17,11,1970124800
49,16,10,1980124800
48,15,14,1990124800
47,14,13,2000124800
46,13,11,2010124800
27,49,120,1419244800
31,48,140,1335312000
35,47,95,1356979200
39,46,77,1372224000
43,45,112,1380096000
47,44,130,1395401600
0,43,111,1406300800
4,42,160,1417929600
8,41,127,1425964800
12,40,90,1435040000
16,39,150,1444675200
20,38,130,1451417600
24,37,102,1460764800
28,36,99,1477152000
32,35,85,1485388800
36,34,150,1496896000
40,33,175,1505472000
44,32,120,1514678400
48,31,90,1522540800
2,30,175,1531689600
6,29,150,1540576000
10,28,130,1550553600
14,27,77,1560230400
18,26,112,1571251200
22,25,95,1581196800
26,24,140,1590345600
30,23,120,1600550400
34,22,111,1610371200
38,21,160,1620134400
42,20,127,1630569600
46,19,90,1640892800
49,18,150,1650588800
3,17,130,1660448000
7,16,102,1670124800
11,15,99,1680124800
15,14,85,1690448000
19,13,150,1700124800
23,12,175,1710124800
27,11,120,1720124800
31,10,90,1730124800
35,9,175,1740124800
39,8,150,1750124800
43,7,130,1760124800
47,6,77,1770124800
0,5,112,1780124800
4,4,95,1790124800
8,3,140,1800124800
12,2,160,1810124800
16,1,127,1820124800
20,0,90,1830124800
26,49,120,1840124800
30,48,140,1850124800
34,47,95,1860124800
38,46,77,1870124800
42,45,112,1880124800
46,44,130,1890124800
49,43,111,1900124800
3,42,160,1910124800
7,41,127,1920124800
11,40,90,1930124800
15,39,150,1940124800
19,38,130,1950124800
23,37,102,1960124800
27,36,99,1970124800
31,35,85,1980124800
35,34,150,1990124800
39,33,175,2000124800
43,32,120,2010124800
56,78,120,1419244800
62,79,140,1335312000
68,80,95,1356979200
74,81,77,1372224000
80,82,112,1380096000
86,83,130,1395401600
92,84,111,1406300800
98,85,160,1417929600
4,86,127,1425964800
10,87,90,1435040000
16,88,150,1444675200
22,89,130,1451417600
28,90,102,1460764800
34,91,99,1477152000
40,92,85,1485388800
46,93,150,1496896000
52,94,175,1505472000
58,95,120,1514678400
64,96,90,1522540800
70,97,175,1531689600
76,98,150,1540576000
82,99,130,1550553600
88,0,77,1560230400
94,1,112,1571251200
0,2,95,1581196800
6,3,140,1590345600
12,4,160,1600550400
18,5,127,1610371200
24,6,90,1620134400
30,7,150,1630569600
36,8,130,1640892800
42,9,111,1650588800
48,10,160,1660448000
54,11,127,1670124800
60,12,150,1680124800
66,13,130,1690448000
72,14,111,1700124800
78,15,160,1710124800
84,16,127,1720124800
90,17,150,1730124800
96,18,130,1740124800
2,19,111,1750124800
8,20,160,1760124800
14,21,127,1770124800
20,22,150,1780124800
26,23,130,1790124800
32,24,111,1800124800
38,25,160,1810124800
44,26,127,1820124800
50,27,150,1830124800
56,28,130,1840124800
62,29,111,1850124800
68,30,160,1860124800
74,31,127,1870124800
80,32,150,1880124800
86,33,130,1890124800
92,34,111,1900124800
98,35,160,1910124800
4,36,127,1920124800
10,37,150,1930124800
16,38,130,1940124800
22,39,111,1950124800
28,40,160,1960124800
34,41,127,1970124800
40,42,150,1980124800
46,43,130,1990124800
52,44,111,2000124800
58,45,160,2010124800
64,46,127,2020124800
70,47,150,2030124800
76,48,130,2040124800
82,49,111,2050124800
88,50,160,2060124800
94,51,127,2070124800
73,50,84,1419244800
23,17,98,1335312000
88,99,101,1356979200
45,33,77,1372224000
71,19,122,1380096000
3,6,150,1395401600
54,66,111,1406300800
18,22,123,1417929600
99,87,132,1425964800
36,47,105,1435040000
66,92,150,1444675200
12,31,133,1451417600
87,55,94,1460764800
29,38,117,1477152000
60,25,99,1485388800
80,42,88,1496896000
40,75,143,1505472000
57,7,124,1514678400
14,20,100,1522540800
85,67,136,1531689600
48,72,122,1540576000
64,81,96,1550553600
27,56,88,1560230400
90,85,144,1571251200
21,95,120,1581196800
70,5,145,1590345600
24,52,89,1600550400
9,34,137,1610371200
59,15,124,1620134400
84,93,102,1630569600
49,78,92,1640892800
33,65,134,1650588800
69,39,144,1660448000
46,74,125,1670124800
97,94,97,1680124800
2,8,135,1690448000
74,12,150,1700124800
55,63,142,1710124800
30,51,90,1720124800
68,76,147,1730124800
96,58,126,1740124800
11,28,116,1750124800
83,91,92,1760124800
42,86,140,1770124800
76,61,133,1780124800
53,82,88,1790124800
31,10,145,1800124800
25,43,122,1810124800
77,4,100,1820124800
17,35,136,1830124800
51,32,123,1840124800
32,3,99,1850124800
26,16,87,1860124800
6,98,145,1870124800
79,80,120,1880124800
1,40,141,1890124800
58,44,92,1900124800
35,37,130,1910124800
61,96,146,1920124800
28,89,143,1930124800
81,70,91,1940124800
50,23,120,1950124800
95,69,130,1960124800
8,97,148,1970124800
38,1,112,1980124800
13,14,95,1990124800
67,73,144,2000124800
91,26,133,2010124800
11,70,88,1419244800
76,23,105,1335312000
33,55,91,1356979200
80,66,77,1372224000
44,98,122,1380096000
2,8,150,1395401600
45,21,111,1406300800
18,49,123,1417929600
62,92,132,1425964800
36,87,105,1435040000
66,33,150,1444675200
12,18,133,1451417600
99,88,94,1460764800
29,64,117,1477152000
60,42,99,1485388800
80,1,88,1496896000
40,96,143,1505472000
57,75,124,1514678400
14,20,100,1522540800
85,67,136,1531689600
48,72,122,1540576000
64,81,96,1550553600
27,56,88,1560230400
90,85,144,1571251200
21,95,120,1581196800
70,5,145,1590345600
24,52,89,1600550400
9,34,137,1610371200
59,15,124,1620134400
84,93,102,1630569600
49,78,92,1640892800
33,65,134,1650588800
69,39,144,1660448000
46,74,125,1670124800
97,94,97,1680124800
2,8,135,1690448000
74,12,150,1700124800
55,63,142,1710124800
30,51,90,1720124800
68,76,147,1730124800
96,58,126,1740124800
11,28,116,1750124800
83,91,92,1760124800
42,86,140,1770124800
76,61,133,1780124800
53,82,88,1790124800
31,10,145,1800124800
25,43,122,1810124800
77,4,100,1820124800
17,35,136,1830124800
51,32,123,1840124800
32,3,99,1850124800
26,16,87,1860124800
6,98,145,1870124800
79,80,120,1880124800
1,40,141,1890124800
58,44,92,1900124800
35,37,130,1910124800
61,96,146,1920124800
28,89,143,1930124800
81,70,91,1940124800
50,23,120,1950124800
95,69,130,1960124800
8,97,148,1970124800
38,1,112,1980124800
13,14,95,1990124800
67,73,144,2000124800
91,26,133,2010124800
11,70,88,1419244800
76,23,105,1335312000
33,55,91,1356979200
80,66,77,1372224000
44,98,122,1380096000
2,8,150,1395401600
45,21,111,1406300800
18,49,123,1417929600
62,92,132,1425964800
36,87,105,1435040000
66,33,150,1444675200
12,18,133,1451417600
99,88,94,1460764800
29,64,117,1477152000
60,42,99,1485388800
80,1,88,1496896000
40,96,143,1505472000
57,75,124,1514678400
14,20,100,1522540800
85,67,136,1531689600
48,72,122,1540576000
64,81,96,1550553600
27,56,88,1560230400
90,85,144,1571251200
21,95,120,1581196800
70,5,145,1590345600
24,52,89,1600550400
9,34,137,1610371200
59,15,124,1620134400
84,93,102,1630569600
49,78,92,1640892800
33,65,134,1650588800
69,39,144,1660448000
46,74,125,1670124800
97,94,97,1680124800
2,8,135,1690448000
74,12,150,1700124800
55,63,142,1710124800
30,51,90,1720124800
68,76,147,1730124800
96,58,126,1740124800
11,28,116,1750124800
83,91,92,1760124800
42,86,140,1770124800
76,61,133,1780124800
53,82,88,1790124800
31,10,145,1800124800
25,43,122,1810124800
77,4,100,1820124800
17,35,136,1830124800
51,32,123,1840124800
32,3,99,1850124800
26,16,87,1860124800
6,98,145,1870124800
79,80,120,1880124800
1,40,141,1890124800
58,44,92,1900124800
35,37,130,1910124800
61,96,146,1920124800
28,89,143,1930124800
81,70,91,1940124800
50,23,120,1950124800
95,69,130,1960124800
8,97,148,1970124800
38,1,112,1980124800
13,14,95,1990124800
67,73,144,2000124800
91,26,133,2010124800
22,70,88,1419244800
78,24,105,1335312000
37,59,91,1356979200
83,68,77,1372224000
47,7,122,1380096000
5,11,150,1395401600
54,28,111,1406300800
19,51,123,1417929600
65,91,132,1425964800
39,82,105,1435040000
70,40,150,1444675200
15,31,133,1451417600
92,74,94,1460764800
33,98,117,1477152000
63,15,99,1485388800
87,47,88,1496896000
48,77,143,1505472000
59,34,124,1514678400
24,18,100,1522540800
81,90,136,1531689600
52,83,122,1540576000
69,95,96,1550553600
30,62,88,1560230400
96,84,144,1571251200
25,99,120,1581196800
76,35,145,1590345600
28,57,89,1600550400
11,13,137,1610371200
72,46,124,1620134400
85,41,102,1630569600
50,67,92,1640892800
37,86,134,1650588800
74,29,144,1660448000
55,23,125,1670124800
99,94,97,1680124800
13,10,135,1690448000
76,2,150,1700124800
57,63,142,1710124800
30,51,90,1720124800
67,73,147,1730124800
91,58,126,1740124800
14,88,116,1750124800
86,39,92,1760124800
42,84,140,1770124800
76,61,133,1780124800
53,82,88,1790124800
31,10,145,1800124800
25,43,122,1810124800
77,4,100,1820124800
17,35,136,1830124800
51,32,123,1840124800
32,3,99,1850124800
26,16,87,1860124800
6,98,145,1870124800
79,80,120,1880124800
1,40,141,1890124800
58,44,92,1900124800
35,37,130,1910124800
61,96,146,1920124800
28,89,143,1930124800
81,70,91,1940124800
50,23,120,1950124800
95,69,130,1960124800
8,97,148,1970124800
38,1,112,1980124800
13,14,95,1990124800
67,73,144,2000124800
91,26,133,2010124800
